title,author,published_date,published_date_precision,link,clean_url,excerpt,summary,rights,rank,topic,country,language,authors,media,is_opinion,twitter_account,_score,_id
Audi to launch electric SUV Q8 e-tron in India in August,PTI,2023-07-06 10:00:00,timezone unknown,https://economictimes.indiatimes.com/industry/renewables/audi-to-launch-electric-suv-q8-e-tron-in-india-in-august/articleshow/101540293.cms,indiatimes.com,"Audi is launching an electric SUV, the Q8 e-tron, in India next month. The Q8 e-tron will come in two body types and feature a 114kW battery providing more range than the 95 kW battery of the existing…","Sebi Sends Notice to NSE on Alleged Misuse of Software
The Securities and Exchange Board of India has sought an explanation from the National Stock Exchange over an allegation that some high-frequency traders had manipulated its software to fire thousands of orders, without being detected and crowding out other users from the system.
Adani Promoters may Pare More Stake in Group Companies
The promoters of the Adani Group led by billionaire Gautam Adani will continue to pare holdings in group companies in the coming months to create a liquidity buffer that can be deployed to tap new opportunities and infuse equity in various units, said people aware of the matter.",indiatimes.com,296,energy,IN,en,PTI,"https://img.etimg.com/thumb/msid-101540920,width-1070,height-580,imgsize-47472,overlay-economictimes/photo.jpg",False,@EconomicTimes,13.517084,94fc2e10af053aaf13dab117c5bf57f8
Indian stocks hold on to all-time highs when market breadth is healthy,IANS,2023-07-06 09:30:00,timezone unknown,https://economictimes.indiatimes.com/markets/stocks/news/indian-stocks-hold-on-to-all-time-highs-when-market-breadth-is-healthy/articleshow/101539604.cms,indiatimes.com,"Having healthy market breadth readings and a strong advance-decline market breadth, where the number of advancing stocks outweighs the declining ones, is a positive signal for the Indian stock market,…","Sebi Sends Notice to NSE on Alleged Misuse of Software
The Securities and Exchange Board of India has sought an explanation from the National Stock Exchange over an allegation that some high-frequency traders had manipulated its software to fire thousands of orders, without being detected and crowding out other users from the system.
Adani Promoters may Pare More Stake in Group Companies
The promoters of the Adani Group led by billionaire Gautam Adani will continue to pare holdings in group companies in the coming months to create a liquidity buffer that can be deployed to tap new opportunities and infuse equity in various units, said people aware of the matter.",indiatimes.com,296,economics,IN,en,IANS,"https://img.etimg.com/thumb/msid-101539646,width-1070,height-580,imgsize-26662,overlay-etmarkets/photo.jpg",False,@EconomicTimes,13.517084,525884cb12d9543536980e56522557c7
PI Industries shares gain 0.1% as Sensex rises,ETMarkets.com,2023-07-06 07:45:00,timezone unknown,https://economictimes.indiatimes.com/markets/stocks/stock-watch/pi-industries-shares-gain-0-1-as-sensex-rises/articleshow/101537328.cms,indiatimes.com,The stock quoted a 52-week high of Rs 4010.0 and a 52-week low of Rs 2616.4.,"Sebi Sends Notice to on Alleged Misuse of Software
The Securities and Exchange Board of India has sought an explanation from the National Stock Exchange over an allegation that some high-frequency traders had manipulated its software to fire thousands of orders, without being detected and crowding out other users from the system.
Adani Promoters may Pare More Stake in Group Companies
The promoters of the Adani Group led by billionaire Gautam Adani will continue to pare holdings in group companies in the coming months to create a liquidity buffer that can be deployed to tap new opportunities and infuse equity in various units, said people aware of the matter.",indiatimes.com,296,economics,IN,en,ETMarkets.com,"https://img.etimg.com/thumb/msid-83549420,width-1070,height-580,imgsize-22674,overlay-etmarkets/photo.jpg",False,@EconomicTimes,13.517084,b5a70f3c184a1acc44822df80fa2c56c
Deadline set by crypto's Winklevoss looms for Genesis repayment deal,Reuters,2023-07-06 07:00:00,timezone unknown,https://economictimes.indiatimes.com/markets/cryptocurrency/deadline-set-by-cryptos-winklevoss-looms-for-genesis-repayment-deal/articleshow/101536350.cms,indiatimes.com,The lending unit of crypto firm Genesis filed for bankruptcy in January after the collapse of key counterparties including FTX caused it to freeze customer redemptions in November. Genesis is owned by…,"Sebi Sends Notice to NSE on Alleged Misuse of Software
The Securities and Exchange Board of India has sought an explanation from the National Stock Exchange over an allegation that some high-frequency traders had manipulated its software to fire thousands of orders, without being detected and crowding out other users from the system.
Adani Promoters may Pare More Stake in Group Companies
The promoters of the Adani Group led by billionaire Gautam Adani will continue to pare holdings in group companies in the coming months to create a liquidity buffer that can be deployed to tap new opportunities and infuse equity in various units, said people aware of the matter.",indiatimes.com,296,economics,IN,en,Reuters,"https://img.etimg.com/thumb/msid-101536390,width-1070,height-580,imgsize-1196669,overlay-etmarkets/photo.jpg",False,@EconomicTimes,13.517084,701f763ab9efd972b31474ced62727bd
"Hot Stocks: Brokerages on Bajaj Auto, Marico, IOC, BPCL and Godrej Consumer",ETMarkets.com,2023-07-06 05:45:00,timezone unknown,https://economictimes.indiatimes.com/markets/stocks/news/hot-stocks-brokerages-on-bajaj-auto-marico-ioc-bpcl-and-godrej-consumer/articleshow/101532225.cms,indiatimes.com,Goldman Sachs has a buy rating on Godrej Consumer with a target price of Rs 1150. Q1 saw very strong traction across segments which suggests that the turnaround story continues to play out.,"Sebi Sends Notice to NSE on Alleged Misuse of Software
The Securities and Exchange Board of India has sought an explanation from the National Stock Exchange over an allegation that some high-frequency traders had manipulated its software to fire thousands of orders, without being detected and crowding out other users from the system.
Adani Promoters may Pare More Stake in Group Companies
The promoters of the Adani Group led by billionaire Gautam Adani will continue to pare holdings in group companies in the coming months to create a liquidity buffer that can be deployed to tap new opportunities and infuse equity in various units, said people aware of the matter.",indiatimes.com,296,economics,IN,en,ETMarkets.com,"https://img.etimg.com/thumb/msid-101532381,width-1070,height-580,imgsize-39124,overlay-etmarkets/photo.jpg",False,@EconomicTimes,13.517084,de8269d101630ba8fb5acc75e85fa75d
Positive on Maruti but valuations looking rich: Ashwin Patil,ET Now,2023-07-06 05:30:00,timezone unknown,https://economictimes.indiatimes.com/markets/expert-view/positive-on-maruti-but-valuations-looking-a-bit-rich-ashwin-patil/articleshow/101532011.cms,indiatimes.com,"​It is really very difficult to give a buy on any particular stock at this point in time within that space. But yes, Maruti looks good to us but on the FY25 positives are also I think factored in at…","Sebi Sends Notice to NSE on Alleged Misuse of Software
The Securities and Exchange Board of India has sought an explanation from the National Stock Exchange over an allegation that some high-frequency traders had manipulated its software to fire thousands of orders, without being detected and crowding out other users from the system.
Adani Promoters may Pare More Stake in Group Companies
The promoters of the Adani Group led by billionaire Gautam Adani will continue to pare holdings in group companies in the coming months to create a liquidity buffer that can be deployed to tap new opportunities and infuse equity in various units, said people aware of the matter.",indiatimes.com,296,economics,IN,en,ET Now,"https://img.etimg.com/thumb/msid-101532010,width-1070,height-580,imgsize-15312,overlay-etmarkets/photo.jpg",False,@EconomicTimes,13.517084,8f90c599ebf3c37470a11aa8c9131908
Netherlands takes last qualifying spot for the Cricket World Cup and denies Scotland,,2023-07-06 19:20:35,full,https://economictimes.indiatimes.com/news/sports/netherlands-takes-last-qualifying-spot-for-the-cricket-world-cup-and-denies-scotland/articleshow/101554004.cms,indiatimes.com,"The Netherlands defeated Scotland by four wickets to qualify for the Cricket World Cup, with Bas de Leede taking 5-52 with the ball and hitting 123 from 92 balls. The Dutch reached their fifth World…","Sebi Sends Notice to NSE on Alleged Misuse of Software
The Securities and Exchange Board of India has sought an explanation from the National Stock Exchange over an allegation that some high-frequency traders had manipulated its software to fire thousands of orders, without being detected and crowding out other users from the system.
Adani Promoters may Pare More Stake in Group Companies
The promoters of the Adani Group led by billionaire Gautam Adani will continue to pare holdings in group companies in the coming months to create a liquidity buffer that can be deployed to tap new opportunities and infuse equity in various units, said people aware of the matter.","Copyright:(C)2023 Bennett Coleman & Co. Ltd, http://info.indiatimes.com/terms/tou.html",296,economics,IN,en,,"https://img.etimg.com/thumb/msid-101554019,width-1070,height-580,imgsize-64984,overlay-economictimes/photo.jpg",False,@EconomicTimes,13.517084,3ec20f396ed9f6d8fc9453f58be56377
Fed's Logan says more hikes needed to slow hot inflation,Bloomberg,2023-07-06 19:15:08,full,https://economictimes.indiatimes.com/news/international/business/feds-logan-says-more-hikes-needed-to-slow-hot-inflation/articleshow/101553978.cms,indiatimes.com,"Federal Reserve Bank of Dallas President, Lorie Logan, has said that more interest-rate increases will be required to achieve meaningful disinflation and return price-growth rates to the Federal…","Sebi Sends Notice to NSE on Alleged Misuse of Software
The Securities and Exchange Board of India has sought an explanation from the National Stock Exchange over an allegation that some high-frequency traders had manipulated its software to fire thousands of orders, without being detected and crowding out other users from the system.
Adani Promoters may Pare More Stake in Group Companies
The promoters of the Adani Group led by billionaire Gautam Adani will continue to pare holdings in group companies in the coming months to create a liquidity buffer that can be deployed to tap new opportunities and infuse equity in various units, said people aware of the matter.","Copyright:(C)2023 Bennett Coleman & Co. Ltd, http://info.indiatimes.com/terms/tou.html",296,economics,IN,en,Bloomberg,"https://img.etimg.com/thumb/msid-101553985,width-1070,height-580,imgsize-410940,overlay-economictimes/photo.jpg",False,@EconomicTimes,13.517084,37e349da274eff80625202856337a1cb
Twitter vs Threads: What are the key differences?,The Feed,2023-07-06 18:49:55,full,https://economictimes.indiatimes.com/news/international/us/twitter-vs-threads-what-are-the-key-differences/articleshow/101553711.cms,indiatimes.com,"Threads, which is a Twitter-like platform, seems to have garnered a huge amount of growth in just a short period of time.","Sebi Sends Notice to NSE on Alleged Misuse of Software
The Securities and Exchange Board of India has sought an explanation from the National Stock Exchange over an allegation that some high-frequency traders had manipulated its software to fire thousands of orders, without being detected and crowding out other users from the system.
Adani Promoters may Pare More Stake in Group Companies
The promoters of the Adani Group led by billionaire Gautam Adani will continue to pare holdings in group companies in the coming months to create a liquidity buffer that can be deployed to tap new opportunities and infuse equity in various units, said people aware of the matter.","Copyright:(C)2023 Bennett Coleman & Co. Ltd, http://info.indiatimes.com/terms/tou.html",296,economics,IN,en,The Feed,"https://img.etimg.com/thumb/msid-101553826,width-1070,height-580,imgsize-21810,overlay-economictimes/photo.jpg",False,@EconomicTimes,13.517084,a0b5dc2db3b3e3071ed3542a5e5f9652
Trai to start consultation on OTT regulation,Kiran Rathee,2023-07-06 18:15:00,timezone unknown,https://economictimes.indiatimes.com/industry/media/entertainment/trai-to-start-consultation-on-ott-regulation/articleshow/101553037.cms,indiatimes.com,"The consultation paper will also look into the definition of OTT, class of OTTs, demands of a level playing field with telcos, and existing international practices, among others, they said.","Sebi Sends Notice to NSE on Alleged Misuse of Software
The Securities and Exchange Board of India has sought an explanation from the National Stock Exchange over an allegation that some high-frequency traders had manipulated its software to fire thousands of orders, without being detected and crowding out other users from the system.
Adani Promoters may Pare More Stake in Group Companies
The promoters of the Adani Group led by billionaire Gautam Adani will continue to pare holdings in group companies in the coming months to create a liquidity buffer that can be deployed to tap new opportunities and infuse equity in various units, said people aware of the matter.",indiatimes.com,296,economics,IN,en,Kiran Rathee,"https://img.etimg.com/thumb/msid-101553066,width-1070,height-580,imgsize-43330,overlay-economictimes/photo.jpg",False,@EconomicTimes,13.517084,7fd754ea47a39a009a5ecdd4b61d9b13
"Vi likely to fall back further on 5G, lose ground to rivals: Analysts",Urvi Malvania,2023-07-06 18:15:00,timezone unknown,https://economictimes.indiatimes.com/industry/telecom/telecom-news/vi-likely-to-fall-back-further-on-5g-lose-ground-to-rivals-analysts/articleshow/101553116.cms,indiatimes.com,"""Our analysis shows that Vi will be able to rollout 5G only in 10 circles in seven states with its annual internal accrual of around '83 billion (without fundraise), as Nokia and Ericsson have refused…","Sebi Sends Notice to NSE on Alleged Misuse of Software
The Securities and Exchange Board of India has sought an explanation from the National Stock Exchange over an allegation that some high-frequency traders had manipulated its software to fire thousands of orders, without being detected and crowding out other users from the system.
Adani Promoters may Pare More Stake in Group Companies
The promoters of the Adani Group led by billionaire Gautam Adani will continue to pare holdings in group companies in the coming months to create a liquidity buffer that can be deployed to tap new opportunities and infuse equity in various units, said people aware of the matter.",indiatimes.com,296,economics,IN,en,Urvi Malvania,"https://img.etimg.com/thumb/msid-101553132,width-1070,height-580,imgsize-28828,overlay-economictimes/photo.jpg",False,@EconomicTimes,13.517084,2f1d6f1df09479a7a93394f6a433a6b7
"Mekedatu to use excess water for Bengaluru, not denying TN's share: Priyank Kharge",ET Bureau,2023-07-06 18:15:00,timezone unknown,https://economictimes.indiatimes.com/news/politics-and-nation/mekedatu-to-use-excess-water-for-bengaluru-not-denying-tns-share-priyank-kharge/articleshow/101553036.cms,indiatimes.com,"In 2022, the Congress, which was then in opposition in Karnataka, had taken out a padayatra, demanding the ruling BJP hasten the implementation of the project. The BJP had then said that the Congress…","Sebi Sends Notice to NSE on Alleged Misuse of Software
The Securities and Exchange Board of India has sought an explanation from the National Stock Exchange over an allegation that some high-frequency traders had manipulated its software to fire thousands of orders, without being detected and crowding out other users from the system.
Adani Promoters may Pare More Stake in Group Companies
The promoters of the Adani Group led by billionaire Gautam Adani will continue to pare holdings in group companies in the coming months to create a liquidity buffer that can be deployed to tap new opportunities and infuse equity in various units, said people aware of the matter.",indiatimes.com,296,economics,IN,en,ET Bureau,"https://img.etimg.com/thumb/msid-101553025,width-1070,height-580,imgsize-20730,overlay-economictimes/photo.jpg",False,@EconomicTimes,13.517084,2a739e76a5b87a34b249e6443d480bef
Governor holds SEC responsible for West Bengal violence,Jayatri Nag,2023-07-06 18:01:27,full,https://economictimes.indiatimes.com/news/politics-and-nation/governor-holds-sec-responsible-for-west-bengal-violence/articleshow/101553457.cms,indiatimes.com,"'Mr SEC, Bengal expects to do your duty. Have you done your duty? Do you know what your duty is? I appointed you as SEC, but you disappointed people. You have failed in your duty and you have failed…","Sebi Sends Notice to NSE on Alleged Misuse of Software
The Securities and Exchange Board of India has sought an explanation from the National Stock Exchange over an allegation that some high-frequency traders had manipulated its software to fire thousands of orders, without being detected and crowding out other users from the system.
Adani Promoters may Pare More Stake in Group Companies
The promoters of the Adani Group led by billionaire Gautam Adani will continue to pare holdings in group companies in the coming months to create a liquidity buffer that can be deployed to tap new opportunities and infuse equity in various units, said people aware of the matter.","Copyright:(C)2023 Bennett Coleman & Co. Ltd, http://info.indiatimes.com/terms/tou.html",296,economics,IN,en,Jayatri Nag,"https://img.etimg.com/thumb/msid-101553425,width-1070,height-580,imgsize-61452,overlay-economictimes/photo.jpg",False,@EconomicTimes,13.517084,2ee2447b14b419a1a374e5a6556114b8
"Uber, DoorDash sue New York City over minimum wage law",Reuters,2023-07-06 17:45:00,timezone unknown,https://economictimes.indiatimes.com/tech/technology/uber-doordash-sue-new-york-city-over-minimum-wage-law/articleshow/101552547.cms,indiatimes.com,"The companies filed separate complaints in New York state court claiming the law, which takes effect next week, is based on a misunderstanding of how the food delivery industry works.","Sebi Sends Notice to NSE on Alleged Misuse of Software
The Securities and Exchange Board of India has sought an explanation from the National Stock Exchange over an allegation that some high-frequency traders had manipulated its software to fire thousands of orders, without being detected and crowding out other users from the system.
Adani Promoters may Pare More Stake in Group Companies
The promoters of the Adani Group led by billionaire Gautam Adani will continue to pare holdings in group companies in the coming months to create a liquidity buffer that can be deployed to tap new opportunities and infuse equity in various units, said people aware of the matter.",indiatimes.com,296,economics,IN,en,Reuters,"https://img.etimg.com/thumb/msid-101552585,width-1070,height-580,imgsize-915046,overlay-ettech/photo.jpg",False,@EconomicTimes,13.517084,66b20091fca62b0727f0f846ff478e11
"Got a spot at London Marathon? Congrats, here's what to do next",The Feed,2023-07-06 16:51:09,full,https://economictimes.indiatimes.com/news/international/us/got-a-spot-at-london-marathon-congrats-heres-what-to-do-next/articleshow/101552639.cms,indiatimes.com,"Congratulations on securing a place in the London Marathon 2024! Now that the excitement has worn off, it's time to start thinking about training. But where do you start?","Sebi Sends Notice to NSE on Alleged Misuse of Software
The Securities and Exchange Board of India has sought an explanation from the National Stock Exchange over an allegation that some high-frequency traders had manipulated its software to fire thousands of orders, without being detected and crowding out other users from the system.
Adani Promoters may Pare More Stake in Group Companies
The promoters of the Adani Group led by billionaire Gautam Adani will continue to pare holdings in group companies in the coming months to create a liquidity buffer that can be deployed to tap new opportunities and infuse equity in various units, said people aware of the matter.","Copyright:(C)2023 Bennett Coleman & Co. Ltd, http://info.indiatimes.com/terms/tou.html",296,economics,IN,en,The Feed,"https://img.etimg.com/thumb/msid-101552663,width-1070,height-580,imgsize-74768,overlay-economictimes/photo.jpg",False,@EconomicTimes,13.517084,c8c2c1ee9217da6f3f699082a0dd5f79
High input tariffs hurting India electronics manufacturing industry: ICEA,ET Bureau,2023-07-06 16:45:00,timezone unknown,https://economictimes.indiatimes.com/industry/cons-products/electronics/high-input-tariffs-hurting-india-electronics-manufacturing-industry-icea/articleshow/101548933.cms,indiatimes.com,"In a comparative study of input tariffs across India, China, Vietnam, Thailand, and Mexico covering 120 key components, the India Cellular and Electronics Association found that increasing tariffs on…","Sebi Sends Notice to NSE on Alleged Misuse of Software
The Securities and Exchange Board of India has sought an explanation from the National Stock Exchange over an allegation that some high-frequency traders had manipulated its software to fire thousands of orders, without being detected and crowding out other users from the system.
Adani Promoters may Pare More Stake in Group Companies
The promoters of the Adani Group led by billionaire Gautam Adani will continue to pare holdings in group companies in the coming months to create a liquidity buffer that can be deployed to tap new opportunities and infuse equity in various units, said people aware of the matter.",indiatimes.com,296,economics,IN,en,ET Bureau,"https://img.etimg.com/thumb/msid-101551959,width-1070,height-580,imgsize-84172,overlay-economictimes/photo.jpg",False,@EconomicTimes,13.517084,bec2f01d0f7ccbe23fe3de743b4c483c
NHAI signs pact with power producer THDCIL for technical services,PTI,2023-07-06 16:45:00,timezone unknown,https://economictimes.indiatimes.com/industry/energy/power/nhai-signs-pact-with-power-producer-thdcil-for-technical-services/articleshow/101551876.cms,indiatimes.com,"THDCIL CMD R K Vishnoi said under the agreement, his company will be responsible for assessing landslide susceptibility areas and recommending mitigation measures for vulnerable slopes between…","Sebi Sends Notice to NSE on Alleged Misuse of Software
The Securities and Exchange Board of India has sought an explanation from the National Stock Exchange over an allegation that some high-frequency traders had manipulated its software to fire thousands of orders, without being detected and crowding out other users from the system.
Adani Promoters may Pare More Stake in Group Companies
The promoters of the Adani Group led by billionaire Gautam Adani will continue to pare holdings in group companies in the coming months to create a liquidity buffer that can be deployed to tap new opportunities and infuse equity in various units, said people aware of the matter.",indiatimes.com,296,energy,IN,en,PTI,"https://img.etimg.com/thumb/msid-101551970,width-1070,height-580,imgsize-31774,overlay-economictimes/photo.jpg",False,@EconomicTimes,13.517084,badad00b9b4cfb12394b9a39c38bfc6c
Numaligarh Refinery upgraded to 'Schedule A' CPSE,Bikash Singh,2023-07-06 10:45:00,timezone unknown,https://economictimes.indiatimes.com/industry/energy/oil-gas/numaligarh-refinery-upgraded-to-schedule-a-cpse/articleshow/101542425.cms,indiatimes.com,"Numaligarh Refinery Limited (NRL) has been upgraded from Schedule B to Schedule A by the Ministry of Petroleum and Natural Gas, recognizing its strong financial performance and contribution to the…","Sebi Sends Notice to NSE on Alleged Misuse of Software
The Securities and Exchange Board of India has sought an explanation from the National Stock Exchange over an allegation that some high-frequency traders had manipulated its software to fire thousands of orders, without being detected and crowding out other users from the system.
Adani Promoters may Pare More Stake in Group Companies
The promoters of the Adani Group led by billionaire Gautam Adani will continue to pare holdings in group companies in the coming months to create a liquidity buffer that can be deployed to tap new opportunities and infuse equity in various units, said people aware of the matter.",indiatimes.com,296,energy,IN,en,Bikash Singh,"https://img.etimg.com/thumb/msid-101542972,width-1070,height-580,imgsize-24902,overlay-economictimes/photo.jpg",False,@EconomicTimes,13.471938,863133ac0dd508c1c433ca1cd4c5c6d2
Godrej Consumer shares fall 2.24 per cent in Thursday's trading session,ETMarkets.com,2023-07-06 09:30:00,timezone unknown,https://economictimes.indiatimes.com/markets/stocks/stock-watch/godrej-consumer-shares-fall-2-24-per-cent-in-thursdays-trading-session/articleshow/101539971.cms,indiatimes.com,The Relative Strength Index of the stock stood at 55.76 on Thursday.,"Sebi Sends Notice to on Alleged Misuse of Software
The Securities and Exchange Board of India has sought an explanation from the National Stock Exchange over an allegation that some high-frequency traders had manipulated its software to fire thousands of orders, without being detected and crowding out other users from the system.
Adani Promoters may Pare More Stake in Group Companies
The promoters of the Adani Group led by billionaire Gautam Adani will continue to pare holdings in group companies in the coming months to create a liquidity buffer that can be deployed to tap new opportunities and infuse equity in various units, said people aware of the matter.",indiatimes.com,296,economics,IN,en,ETMarkets.com,"https://img.etimg.com/thumb/msid-83772914,width-1070,height-580,imgsize-273990,overlay-etmarkets/photo.jpg",False,@EconomicTimes,13.471938,3349b9e9d7a7a3d196aa5e09c57c828a
SC adjourns hearing on plea seeking early assembly elections in J-K,PTI,2023-07-06 07:15:00,timezone unknown,https://economictimes.indiatimes.com/news/politics-and-nation/sc-adjourns-hearing-on-plea-seeking-early-assembly-elections-in-j-k/articleshow/101536641.cms,indiatimes.com,"The counsel appearing for the petitioners submitted that this is a different case as the residents have been disenfranchised and urged the apex court to issue notice in the matter. The bench, however,…","Sebi Sends Notice to NSE on Alleged Misuse of Software
The Securities and Exchange Board of India has sought an explanation from the National Stock Exchange over an allegation that some high-frequency traders had manipulated its software to fire thousands of orders, without being detected and crowding out other users from the system.
Adani Promoters may Pare More Stake in Group Companies
The promoters of the Adani Group led by billionaire Gautam Adani will continue to pare holdings in group companies in the coming months to create a liquidity buffer that can be deployed to tap new opportunities and infuse equity in various units, said people aware of the matter.",indiatimes.com,296,economics,IN,en,PTI,"https://img.etimg.com/thumb/msid-101536728,width-1070,height-580,imgsize-79562,overlay-economictimes/photo.jpg",False,@EconomicTimes,13.471938,53c274ed37ad0ecbb3de740a3c96a06c
Tube Investments shares gain 0.33% as Sensex rises,ETMarkets.com,2023-07-06 07:00:00,timezone unknown,https://economictimes.indiatimes.com/markets/stocks/stock-watch/tube-investments-shares-gain-0-33-as-sensex-rises/articleshow/101536284.cms,indiatimes.com,The stock quoted a 52-week high of Rs 3394.0 and a 52-week low of Rs 1725.0.,"Sebi Sends Notice to on Alleged Misuse of Software
The Securities and Exchange Board of India has sought an explanation from the National Stock Exchange over an allegation that some high-frequency traders had manipulated its software to fire thousands of orders, without being detected and crowding out other users from the system.
Adani Promoters may Pare More Stake in Group Companies
The promoters of the Adani Group led by billionaire Gautam Adani will continue to pare holdings in group companies in the coming months to create a liquidity buffer that can be deployed to tap new opportunities and infuse equity in various units, said people aware of the matter.",indiatimes.com,296,economics,IN,en,ETMarkets.com,"https://img.etimg.com/thumb/msid-83791939,width-1070,height-580,imgsize-992893,overlay-etmarkets/photo.jpg",False,@EconomicTimes,13.471938,95e15bd7662a71da1e5ab096ac6e43c9
Jubilant Food shares decline 0.09% as Sensex climbs,ETMarkets.com,2023-07-06 07:00:00,timezone unknown,https://economictimes.indiatimes.com/markets/stocks/stock-watch/jubilant-food-shares-decline-0-09-as-sensex-climbs/articleshow/101535266.cms,indiatimes.com,"A total of 26,416 shares changed hands on the counter till 11:37AM (IST)","Sebi Sends Notice to on Alleged Misuse of Software
The Securities and Exchange Board of India has sought an explanation from the National Stock Exchange over an allegation that some high-frequency traders had manipulated its software to fire thousands of orders, without being detected and crowding out other users from the system.
Adani Promoters may Pare More Stake in Group Companies
The promoters of the Adani Group led by billionaire Gautam Adani will continue to pare holdings in group companies in the coming months to create a liquidity buffer that can be deployed to tap new opportunities and infuse equity in various units, said people aware of the matter.",indiatimes.com,296,economics,IN,en,ETMarkets.com,"https://img.etimg.com/thumb/msid-83769615,width-1070,height-580,imgsize-98874,overlay-etmarkets/photo.jpg",False,@EconomicTimes,13.471938,051ce7dee65475208a0857ff89cb554b
Are OMCs in a sweet spot? MK Surana answers,ET Now,2023-07-06 06:30:00,timezone unknown,https://economictimes.indiatimes.com/markets/expert-view/are-omcs-in-a-sweet-spot-mk-surana-answers/articleshow/101535057.cms,indiatimes.com,"​The third part is that whether the OMCs should be rated or which way it is rated. Of course, the analysts are better judge to do that. But I believe, and I have said earlier also that the oil…","Sebi Sends Notice to NSE on Alleged Misuse of Software
The Securities and Exchange Board of India has sought an explanation from the National Stock Exchange over an allegation that some high-frequency traders had manipulated its software to fire thousands of orders, without being detected and crowding out other users from the system.
Adani Promoters may Pare More Stake in Group Companies
The promoters of the Adani Group led by billionaire Gautam Adani will continue to pare holdings in group companies in the coming months to create a liquidity buffer that can be deployed to tap new opportunities and infuse equity in various units, said people aware of the matter.",indiatimes.com,296,economics,IN,en,ET Now,"https://img.etimg.com/thumb/msid-101534996,width-1070,height-580,imgsize-142612,overlay-etmarkets/photo.jpg",False,@EconomicTimes,13.471938,37ab76d1364876852c4d739c482c2934
"Rice to get costlier as weather, India's farm perks threaten supply",Reuters,2023-07-06 01:45:00,timezone unknown,https://economictimes.indiatimes.com/news/economy/agriculture/rice-to-get-costlier-as-weather-indias-farm-perks-threaten-supply/articleshow/101528332.cms,indiatimes.com,"India accounts for more than 40% of world rice exports, which were 56 million tonnes in 2022, but low inventories mean any cut in shipments will fuel food prices driven up by Russia's invasion of…","Sebi Sends Notice to NSE on Alleged Misuse of Software
The Securities and Exchange Board of India has sought an explanation from the National Stock Exchange over an allegation that some high-frequency traders had manipulated its software to fire thousands of orders, without being detected and crowding out other users from the system.
Adani Promoters may Pare More Stake in Group Companies
The promoters of the Adani Group led by billionaire Gautam Adani will continue to pare holdings in group companies in the coming months to create a liquidity buffer that can be deployed to tap new opportunities and infuse equity in various units, said people aware of the matter.",indiatimes.com,296,economics,IN,en,Reuters,"https://img.etimg.com/thumb/msid-101528339,width-1070,height-580,imgsize-79546,overlay-economictimes/photo.jpg",False,@EconomicTimes,13.471938,01ed376845f64caf09f5617fc9f9cfed
US-based FII sells stake in Piramal Enterprises via block deal,Akash Podishetti,2023-07-06 17:45:00,timezone unknown,https://economictimes.indiatimes.com/markets/stocks/news/us-based-fii-sells-stake-in-piramal-enterprises-via-block-deal/articleshow/101552681.cms,indiatimes.com,"According to data available with the exchanges, Smallcap Fund Inc has offloaded 23.92 lakh shares or 1% stake in the company. New Fund World has also offloaded 1.45% stake in Piramal in the…","Sebi Sends Notice to NSE on Alleged Misuse of Software
The Securities and Exchange Board of India has sought an explanation from the National Stock Exchange over an allegation that some high-frequency traders had manipulated its software to fire thousands of orders, without being detected and crowding out other users from the system.
Adani Promoters may Pare More Stake in Group Companies
The promoters of the Adani Group led by billionaire Gautam Adani will continue to pare holdings in group companies in the coming months to create a liquidity buffer that can be deployed to tap new opportunities and infuse equity in various units, said people aware of the matter.",indiatimes.com,296,economics,IN,en,Akash Podishetti,"https://img.etimg.com/thumb/msid-101552732,width-1070,height-580,imgsize-10894,overlay-etmarkets/photo.jpg",False,@EconomicTimes,13.471938,e48ab791e2e2f7302f393e1f37e491b6
SME IPO: Hi-Green Carbon files draft papers with NSE Emerge,Akash Podishetti,2023-07-06 17:45:00,timezone unknown,https://economictimes.indiatimes.com/markets/ipos/fpos/sme-ipo-hi-green-carbon-files-draft-papers-with-nse-emerge/articleshow/101552509.cms,indiatimes.com,"The Gujarat-based company that recycles waste tyres, plans to raise funds by offering 76 lakh equity shares with a face value of Rs 10 each through the book-building route. It plans to utilise the…","Sebi Sends Notice to NSE on Alleged Misuse of Software
The Securities and Exchange Board of India has sought an explanation from the National Stock Exchange over an allegation that some high-frequency traders had manipulated its software to fire thousands of orders, without being detected and crowding out other users from the system.
Adani Promoters may Pare More Stake in Group Companies
The promoters of the Adani Group led by billionaire Gautam Adani will continue to pare holdings in group companies in the coming months to create a liquidity buffer that can be deployed to tap new opportunities and infuse equity in various units, said people aware of the matter.",indiatimes.com,296,economics,IN,en,Akash Podishetti,"https://img.etimg.com/thumb/msid-101552643,width-1070,height-580,imgsize-53524,overlay-etmarkets/photo.jpg",False,@EconomicTimes,13.471938,7854490a489fdc6142fbf53b98160922
